ts_code,name,benchmark,index_code
513850.SH,美国50ETF易方达,MSCI美国50指数收益率(使用估值汇率折算),133333.CSI
561780.SH,1000增强ETF博时,中证1000指数收益率,000852.SH
159518.SZ,标普油气ETF嘉实,经估值汇率调整后的标普石油天然气勘探及生产精选行业指数收益率,
563330.SH,A股ETF华泰柏瑞,中证A股指数收益率,000002.SH
513870.SH,纳指ETF富国,纳斯达克100指数收益率(经汇率调整后),
517520.SH,黄金股ETF永赢,中证沪深港黄金产业股票指数收益率,
561360.SH,石油ETF国泰,中证油气产业指数收益率,h20198.CSI
159520.SZ,消费龙头ETF工银,中证消费龙头指数收益率,931068.CSI
159541.SZ,创业板综ETF万家,创业板综合指数收益率,399102.SZ
560280.SH,工程机械ETF广发,中证工程机械主题指数收益率,931752.CSI
159546.SZ,集成电路ETF国泰,中证全指集成电路指数收益率,
562590.SH,半导体设备ETF华夏,中证半导体材料设备主题指数收益率,950125.SH
563200.SH,中证2000ETF富国,中证2000指数收益率,399303.SZ
560020.SH,红利ETF汇添富,中证红利指数收益率,000015.SH
562030.SH,信创ETF华宝,中证信息技术应用创新产业指数收益率,399170.SZ
513190.SH,港股通金融ETF华夏,经估值汇率调整后的中证港股通内地金融指数收益率,
159540.SZ,信创ETF易方达,国证信息技术创新主题指数收益率,399170.SZ
159537.SZ,信创ETF国泰,国证信息技术创新主题指数收益率,399170.SZ
159539.SZ,信创ETF广发,同期国证信息技术创新主题指数收益率,
159538.SZ,信创ETF富国,国证信息技术创新主题指数收益率,399170.SZ
159535.SZ,中证2000ETF嘉实,中证2000指数收益率,399303.SZ
159532.SZ,中证2000ETF易方达,中证2000指数收益率,399303.SZ
159536.SZ,中证2000ETF汇添富,中证2000指数收益率,399303.SZ
561370.SH,中证2000ETF国泰,中证2000指数收益率,399303.SZ
560220.SH,中证2000ETF广发,中证2000指数收益率,399303.SZ
159531.SZ,中证2000ETF南方,中证2000指数收益率,399303.SZ
588190.SH,科创100ETF银华,上证科创板100指数收益率,
588030.SH,科创100ETF博时,上证科创板100指数收益率,
588220.SH,科创100ETF鹏华,上证科创板100指数收益率,
588120.SH,科创100ETF国泰,上证科创板100指数收益率,
562660.SH,中证2000ETF华夏,中证2000指数收益率,399303.SZ
560260.SH,医疗ETF广发,中证医疗指数收益率,
561060.SH,国企红利ETF华安,中证国有企业红利指数收益率,
563300.SH,中证2000ETF华泰柏瑞,中证2000指数收益率,399303.SZ
159523.SZ,沪深300成长ETF华夏,中证智选300成长创新策略指数收益率,921382.CSI
560590.SH,中证1000增强ETF鹏华,中证1000指数收益率,000852.SH
561280.SH,中证1000增强ETF工银,中证1000指数收益率,000852.SH
159521.SZ,国证2000ETF平安,国证2000指数收益率,399303.SZ
159515.SZ,国企红利ETF鹏扬,中证国有企业红利指数收益率,
588110.SH,科创成长ETF广发,上证科创板成长指数收益率,
588020.SH,科创成长ETF易方达,上证科创板成长指数收益率,
159519.SZ,港股国企ETF国泰,中证香港内地国有企业指数收益率(经估值汇率调整),CES003.CSI
159517.SZ,中证800增强ETF银华,中证800指数收益率,
561980.SH,半导体设备ETF招商,中证半导体产业指数收益率,
513810.SH,港股国企ETF华夏,中证香港内地国有企业指数收益率(使用估值汇率折算),CES003.CSI
159696.SZ,纳指ETF易方达,纳斯达克100指数收益率(使用估值汇率折算),
159699.SZ,恒生消费ETF广发,人民币计价的恒生消费指数收益率,
159510.SZ,沪深300价值ETF华夏,中证智选300价值稳健策略指数收益率,921382.CSI
159511.SZ,通信ETF南方,中证通信服务指数收益率,801223.SI
561260.SH,能源ETF工银,中证国新央企现代能源指数收益率,931251.CSI
562850.SH,央企能源ETF嘉实,中证国新央企现代能源指数收益率,931251.CSI
561790.SH,央企能源ETF博时,中证国新央企现代能源指数收益率,931251.CSI
159698.SZ,粮食ETF鹏华,国证粮食产业指数收益率,
501201.SH,科创红土LOF,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,
159509.SZ,纳指科技ETF景顺,纳斯达克科技市值加权指数收益率(使用估值汇率调整),
560950.SH,中证500增强ETF汇添富,中证500指数收益率,
159516.SZ,半导体设备ETF国泰,中证半导体材料设备主题指数收益率,950125.SH
159512.SZ,汽车ETF广发,中证全指汽车指数收益率,h21008.CSI
159513.SZ,纳斯达克100ETF大成,纳斯达克100指数收益率(经汇率调整),
159686.SZ,A100ETF易方达,中证A100指数收益率,000903.SH
563010.SH,电信ETF易方达,中证电信主题指数收益率,
159508.SZ,生物医药ETF华安,国证生物医药指数收益率,399441.SZ
562380.SH,央企科技ETF银华,中证国新央企科技引领指数收益率,931251.CSI
159673.SZ,沪深300ETF鹏华,沪深300指数收益率,000300.SH
159690.SZ,有色矿业ETF招商,中证有色金属矿业主题指数收益率,000819.SH
560170.SH,央企科技ETF南方,中证国新央企科技引领指数,931251.CSI
563050.SH,央企科技ETF易方达,中证国新央企科技引领指数收益率,931251.CSI
560030.SH,800价值ETF汇添富,中证800价值指数收益率,h20356.CSI
159506.SZ,港股通创新药医疗ETF富国,恒生港股通创新药及医疗保健指数收益率(使用估值汇率折算),931250.CSI
159507.SZ,通信ETF广发,国证通信指数收益率,
159501.SZ,纳指ETF嘉实,经估值汇率调整后的纳斯达克100指数收益率,
562920.SH,信息安全ETF易方达,中证信息安全主题指数收益率,399994.SZ
513040.SH,港股通互联网ETF易方达,中证港股通互联网指数收益率(使用估值汇率折算),931637.CSI
561960.SH,央企回报ETF招商,中证国新央企股东回报指数收益率,931251.CSI
560070.SH,央企红利ETF汇添富,中证国新央企股东回报指数收益率,931251.CSI
560700.SH,央企红利ETF广发,中证国新央企股东回报指数收益率,931251.CSI
562930.SH,软件ETF易方达,中证软件服务指数收益率,
511090.SH,30年国债ETF鹏扬,中债-30年期国债指数收益率,
561580.SH,央企红利ETF华泰柏瑞,中证中央企业红利指数收益率,
560330.SH,沪深300价值ETF申万菱信,沪深300价值指数收益率,399919.SZ
159692.SZ,证券ETF东财,中证证券公司30指数收益率,921412.CSI
560580.SH,电力ETF南方,中证全指电力公用事业指数收益率,
159695.SZ,通信ETF嘉实,国证通信指数收益率,
159622.SZ,创新药ETF东财,中证沪港深创新药产业指数收益率,
513950.SH,恒生红利ETF富国,恒生港股通高股息低波动指数,930914.CSI
513390.SH,纳指100ETF博时,纳斯达克100指数收益率(经估值汇率调整),
159697.SZ,石油ETF鹏华,国证石油天然气指数收益率,
159670.SZ,消费50ETF国联安,中证消费50指数收益率,000126.SH
560180.SH,沪深300ESGETF南方,沪深300ESG基准指数,000300.SH
513970.SH,恒生消费ETF景顺,恒生消费指数收益率(使用估值汇率折算),
159659.SZ,纳斯达克100ETF招商,纳斯达克100指数收益率(经汇率调整后),
501312.SH,海外科技LOF,经人民币汇率调整的纳斯达克100指数收益率*80%+恒生科技指数收益率*10%+中证综合债指数收益率*10%,
562330.SH,中证500价值ETF银华,中证500价值指数收益率,931587.CSI
562960.SH,绿色电力ETF易方达,中证绿色电力指数收益率,399438.SZ
159691.SZ,港股红利ETF工银,经汇率调整后的中证港股通高股息精选指数收益率,
159660.SZ,纳指ETF汇添富,经人民币汇率调整的纳斯达克100指数收益率,
501225.SH,全球芯片LOF,费城半导体指数收益率(PHLX Semiconductor Sector Index)(使用估值汇率调整)*75%+中证芯片产业指数收益率*15%+人民币活期存款利率(税后)*10%,
561950.SH,中证500增强ETF招商,中证500指数收益率,
159676.SZ,创业板增强ETF富国,创业板指数收益率,399006.SZ
159672.SZ,消费ETF博时,中证主要消费指数收益率,h01158.CSI
513650.SH,标普500ETF南方,标普500指数收益率(经汇率调整),
561920.SH,疫苗ETF招商,中证疫苗与生物技术指数收益率,
159685.SZ,1000增强ETF天弘,中证1000指数收益率,000852.SH
562550.SH,绿电ETF华夏,中证绿色电力指数收益率,399438.SZ
159653.SZ,ESG300ETF国联安,国证ESG300指数收益率,931891.CSI
159689.SZ,消费ETF南方,中证主要消费指数收益率,h01158.CSI
561170.SH,绿色电力ETF富国,中证绿色电力指数收益率,399438.SZ
513110.SH,纳指ETF华泰柏瑞,纳斯达克100指数收益率(使用估值汇率折算),
560090.SH,证券ETF汇添富,中证全指证券公司指数收益率,h20168.CSI
560860.SH,工业有色ETF万家,中证工业有色金属主题指数收益率,h01059.CSI
159657.SZ,疫苗ETF鹏华,国证疫苗与生物科技指数收益率,
563030.SH,中证500增强ETF易方达,中证500指数收益率,
159671.SZ,稀有金属ETF工银,中证稀有金属主题指数收益率,
562860.SH,疫苗ETF嘉实,中证疫苗与生物技术指数收益率,
159678.SZ,500增强ETF博时,中证500指数收益率,
159679.SZ,中证1000增强ETF国泰,中证1000指数收益率,000852.SH
513560.SH,香港科技ETF兴银,中证港股通科技指数收益率,931573.CSI
159688.SZ,恒生互联网ETF华安,恒生互联网科技业指数收益率(经汇率调整),
159652.SZ,有色ETF汇添富,中证细分有色金属产业主题指数收益率,000811.SH
159666.SZ,交通运输ETF华夏,中证全指运输指数收益率,h20171.CSI
562320.SH,沪深300价值ETF银华,沪深300价值指数收益率,399919.SZ
159669.SZ,绿色电力ETF国泰,国证绿色电力指数收益率,399438.SZ
159656.SZ,沪深300成长ETF万家,沪深300成长指数收益率,399918.SZ
588320.SH,双创50增强ETF广发,中证科创创业50指数收益率,931643.CSI
513140.SH,港股通金融ETF华泰柏瑞,中证港股通金融服务指数收益率(使用估值汇率折算),h20106.CSI
159682.SZ,创业板50ETF景顺,创业板50指数收益率,399673.SZ
159665.SZ,半导体龙头ETF工银,国证半导体芯片指数收益率,980001.CSI
561000.SH,沪深300增强ETF华安,沪深300指数收益率,000300.SH
159681.SZ,创业板50ETF鹏华,创业板50指数收益率,399673.SZ
159687.SZ,亚太精选ETF南方,经估值汇率调整的富时亚太低碳精选指数(FTSE Asia Pacific Low Carbon Select Index)收益率,
562010.SH,绿色能源ETF华宝,中证绿色能源指数收益率,931733.CSI
588460.SH,科创50增强ETF鹏华,上证科创板50成份指数收益率,
588370.SH,科创50增强ETF南方,上证科创板50成份指数收益率,
561320.SH,交运ETF国泰,中证内地运输主题指数收益率,000945.SH
159677.SZ,中证1000增强ETF银华,中证1000指数收益率,000852.SH
159675.SZ,创业板增强ETF嘉实,创业板指数收益率,399006.SZ
561590.SH,中证1000增强ETF华泰柏瑞,中证1000指数收益率,000852.SH
159662.SZ,交运ETF南方,国证交通运输行业指数收益率,932122.CSI
159680.SZ,中证1000增强ETF招商,中证1000指数收益率,000852.SH
560980.SH,光伏龙头ETF广发,中证光伏龙头30指数收益率,931798.CSI
159627.SZ,A100ETF华夏,中证A100指数收益率,000903.SH
561180.SH,A100ETF富国,中证A100指数收益率,000903.SH
513310.SH,中韩半导体ETF华泰柏瑞,中证韩交所中韩半导体指数收益率,
501222.SH,如意招享FOF,中证债券型基金指数收益率*80%+中证偏股型基金指数收益率*15%+活期存款利率(税后)*5%,
588350.SH,科创创业50ETF鹏扬,中证科创创业50指数收益率,931643.CSI
159630.SZ,A100ETF汇添富,中证A100指数收益率,000903.SH
561330.SH,矿业ETF国泰,中证有色金属矿业主题指数收益率,000819.SH
560680.SH,消费ETF广发,中证主要消费指数,h01158.CSI
159667.SZ,工业母机ETF国泰,中证机床指数收益率,
159663.SZ,机床ETF华夏,中证机床指数收益率,
159655.SZ,标普500ETF华夏,经估值汇率调整后的标普500指数收益率,
588290.SH,科创芯片ETF华安,上证科创板芯片指数收益率,
588010.SH,科创新材料ETF博时,上证科创板新材料指数收益率,
588160.SH,科创新材料ETF南方,上证科创板新材料指数收益率,
588200.SH,科创芯片ETF嘉实,上证科创板芯片指数收益率,
159658.SZ,数字经济ETF华安,中证数字经济主题指数收益率,399262.SZ
560080.SH,中药ETF汇添富,中证中药指数收益率,
159645.SZ,疫苗ETF富国,国证疫苗与生物科技指数,
511580.SH,国债政金债ETF招商,中证国债及政策性金融债0-3年指数收益率,
562310.SH,沪深300成长ETF银华,沪深300成长指数收益率,399918.SZ
159651.SZ,国开债ETF平安,中债-0-3年国开行债券指数收益率,
513260.SH,恒生科技ETF汇添富,经人民币汇率调整的恒生科技指数收益率,
159621.SZ,ESGETF国泰,MSCI中国A股人民币ESG通用指数(MSCI China A RMB ESG Universal Index)收益率,133333.CSI
159650.SZ,国开债ETF博时,中债-0-3年国开行债券指数收益率,
159637.SZ,新能源车ETF东财,中证新能源汽车指数收益率,
511520.SH,政金债ETF富国,中债7-10年政策性金融债指数收益率,
159631.SZ,A100ETF招商,中证A100指数收益率,000903.SH
513290.SH,纳指生物科技ETF汇添富,经人民币汇率调整的纳斯达克生物科技指数收益率,
159623.SZ,成渝经济圈ETF博时,中证成渝地区双城经济圈成份指数收益率,
159643.SZ,疫苗ETF国泰,国证疫苗与生物科技指数收益率,
159649.SZ,国开债ETF华安,中债-1-5年国开行债券指数收益率,
159638.SZ,高端装备ETF嘉实,中证高端装备细分50指数收益率,000097.SH
560110.SH,中证1000ETF汇添富,中证1000指数收益率,000852.SH
560010.SH,中证1000ETF广发,中证1000指数收益率,000852.SH
159633.SZ,中证1000ETF易方达,中证1000指数收益率,000852.SH
562530.SH,中证1000价值ETF华夏,中证智选1000价值稳健策略指数收益率,932259.CSI
159629.SZ,中证1000ETF富国,中证1000指数收益率,000852.SH
561510.SH,中药ETF华泰柏瑞,中证中药指数收益率,
562000.SH,A100ETF华宝,中证A100指数收益率,000903.SH
159632.SZ,纳斯达克ETF华安,纳斯达克100指数收益率(经汇率调整),
159616.SZ,农牧ETF建信,中证农牧主题指数收益率,931778.CSI
562390.SH,中药ETF银华,中证中药指数收益率,
159647.SZ,中药ETF鹏华,中证中药指数收益率,
501220.SH,行业轮动FOF,沪深300指数收益率*80%+中证综合债指数收益率*20%,000300.SH
159620.SZ,中证500成长ETF华夏,中证智选500成长创新策略指数收益率,
159641.SZ,碳中和ETF招商,中证上海环交所碳中和指数收益率,
560060.SH,碳中和ETF汇添富,中证上海环交所碳中和指数收益率,
159640.SZ,碳中和龙头ETF工银,中证上海环交所碳中和指数收益率,
159642.SZ,碳中和ETF大成,中证上海环交所碳中和指数收益率,
562990.SH,碳中和ETF易方达,中证上海环交所碳中和指数收益率,
159639.SZ,碳中和ETF南方,中证上海环交所碳中和指数收益率,
561190.SH,碳中和ETF富国,中证上海环交所碳中和指数收益率,
560550.SH,碳中和ETF广发,中证上海环交所碳中和指数收益率,
513280.SH,恒生生物科技ETF汇添富,经人民币汇率调整的恒生生物科技指数收益率,
513220.SH,中概互联ETF招商,中证全球中国互联网指数(人民币)收益率,930796.CSI
561700.SH,电力ETF博时,中证全指电力公用事业指数收益率,
513120.SH,港股创新药ETF广发,中证香港创新药指数收益率(人民币计价),
562350.SH,电力ETF银华,中证全指电力公用事业指数收益率,
159636.SZ,港股通科技30ETF工银,国证港股通科技指数收益率(经汇率调整后),931573.CSI
561160.SH,电池ETF富国,中证电池主题指数收益率,
159628.SZ,国证2000ETF万家,国证2000指数收益率,399303.SZ
159635.SZ,基建ETF华夏,中证基建指数收益率,
159615.SZ,恒生生物科技ETF南方,恒生生物科技指数收益率(经估值汇率调整),931669.CSI
159609.SZ,光伏ETF浦银,中证光伏产业指数收益率,931151.CSI
560650.SH,核心50ETF民生加银,中证企业核心竞争力50指数收益率,921526.CSI
560990.SH,科技先锋ETF中金,中证科技先锋指数收益率,921447.CSI
159617.SZ,中证500价值ETF华夏,中证智选500价值稳健策略指数收益率,
162721.SZ,广发积极FOF-LOF,中证800指数收益率*70%+中债-综合全价(总值)指数收益率*25%+人民币计价的恒生指数收益率*5%,
159603.SZ,科创创业ETF天弘,中证科创创业50指数收益率,931643.CSI
560900.SH,创新药ETF摩根,中证创新药产业指数收益率,
588260.SH,科创信息ETF华安,上证科创板新一代信息技术指数收益率,
588100.SH,科创信息ETF嘉实,上证科创板新一代信息技术指数收益率,
517990.SH,沪港深医药ETF招商,中证沪港深500医药卫生指数(人民币)收益率,h20455.CSI
159612.SZ,标普500ETF国泰,标普500指数收益率(经估值汇率调整),
159798.SZ,消费ETF易方达,中证消费50指数收益率,000126.SH
159797.SZ,医疗器械ETF汇添富,中证全指医疗器械指数收益率,931940.CSI
517850.SH,张江ETF汇添富,中证沪港深张江自主创新50指数收益率,
513380.SH,恒生科技ETF广发,人民币计价的恒生科技指数收益率,
561560.SH,电力ETF华泰柏瑞,中证全指电力公用事业指数收益率,
159625.SZ,绿色电力ETF嘉实,国证绿色电力指数收益率,399438.SZ
513530.SH,港股通红利ETF华泰柏瑞,中证港股通高股息投资指数收益率,930914.CSI
159618.SZ,光伏ETF华安,中证光伏产业指数收益率,931151.CSI
501217.SH,行业配置FOF,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,000300.SH
560880.SH,家电ETF广发,中证全指家用电器指数同期收益率,
161133.SZ,优势回报FOF-LOF,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,
159831.SZ,金ETF嘉实,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率,
517900.SH,银行AH优选ETF招商,中证银行AH价格优选指数(人民币)收益率,931039.CSI
513070.SH,港股通消费ETF易方达,中证港股通消费主题指数收益率(使用估值汇率折算),921454.CSI
562520.SH,中证1000成长ETF华夏,中证智选1000成长创新策略指数收益率,932259.CSI
159776.SZ,港股医药ETF银华,中证港股通医药卫生综合指数收益率(经估值汇率调整),930965.CSI
159787.SZ,建材ETF易方达,中证全指建筑材料指数收益率,h21009.CSI
159796.SZ,电池ETF汇添富,中证电池主题指数收益率,
159834.SZ,金ETF南方,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,
513320.SH,港股通新经济ETF易方达,恒生港股通新经济指数收益率(使用估值汇率折算),
159791.SZ,300ESGETF华夏,沪深300ESG基准指数收益率,000300.SH
159788.SZ,港股通100ETF易方达,中证港股通中国100指数收益率(使用估值汇率折算),930957.CSI
159619.SZ,基建ETF国泰,中证基建指数收益率,
513770.SH,港股互联网ETF华宝,中证港股通互联网指数收益率,931637.CSI
159768.SZ,房地产ETF银华,中证内地地产主题指数收益率,000948.SH
159795.SZ,智能汽车ETF汇添富,中证智能汽车主题指数收益率,399432.SZ
159750.SZ,港股科技50ETF招商,中证香港科技指数收益率(经汇率调整后),
560100.SH,中证500增强ETF南方,中证500指数收益率,
561120.SH,家电ETF富国,中证全指家用电器指数收益率,
513150.SH,港股通科技ETF华泰柏瑞,中证港股通科技指数收益率(使用估值汇率折算),931573.CSI
159778.SZ,工业互联网ETF鹏华,中证工业互联网主题指数收益率,921495.CSI
517550.SH,沪港深消费龙头ETF招商,中证沪港深消费龙头指数(人民币)收益率,
561100.SH,消费电子ETF富国,中证消费电子主题指数收益率,801085.SI
513020.SH,港股科技ETF国泰,中证港股通科技指数(经估值汇率调整)收益率,931573.CSI
513200.SH,港股通医药ETF易方达,中证港股通医药卫生综合指数收益率(使用估值汇率折算),930965.CSI
159613.SZ,信息安全ETF嘉实,中证信息安全主题指数收益率,399994.SZ
159738.SZ,云计算ETF华泰柏瑞,中证沪港深云计算产业指数收益率,
513160.SH,港股科技ETF银华,恒生港股通中国科技指数收益率(经估值汇率调整),930644.CSI
513230.SH,港股通消费ETF华夏,经估值汇率调整后的中证港股通消费主题指数收益率,
562950.SH,消费电子ETF易方达,中证消费电子主题指数收益率,801085.SI
159775.SZ,电池ETF建信,国证新能源车电池指数收益率,399417.SZ
516530.SH,物流ETF银华,中证现代物流指数收益率,
160326.SZ,优选配置FOF-LOF,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,000300.SH
159611.SZ,电力ETF广发,中证全指电力公用事业指数收益率,
159743.SZ,湖北ETF博时,中证湖北新旧动能转换指数收益率,
159728.SZ,在线消费ETF南方,国证在线消费指数收益率,399361.SZ
562910.SH,高端制造ETF易方达,中证装备产业指数收益率,h01054.CSI
516810.SH,农业ETF华夏,中证农业主题指数收益率,
560800.SH,数字经济ETF鹏扬,中证数字经济主题指数收益率,399262.SZ
562510.SH,旅游ETF华夏,中证旅游主题指数收益率,
159758.SZ,红利质量ETF华夏,中证红利质量指数收益率,950258.SH
562300.SH,碳中和ETF银华,中证内地低碳经济主题指数收益率,399977.SZ
513890.SH,恒生科技ETF摩根,恒生科技指数(HSTECH)收益率(经估值汇率调整),
159606.SZ,中证500成长ETF易方达,中证500质量成长指数收益率,930939.CSI
517180.SH,中国国企ETF南方,富时中国国企开放共赢指数收益率,
517090.SH,央企共赢ETF国泰,富时中国国企开放共赢指数收益率,
562500.SH,机器人ETF华夏,中证机器人指数收益率,
159719.SZ,国企ETF平安,富时中国国企开放共赢指数收益率,
159711.SZ,港股通50ETF华夏,中证港股通50指数收益率(估值汇率调整),930931.CSI
501216.SH,富国行业精选FOF,中证800指数收益率*75%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,
159718.SZ,港股医药ETF平安,中证港股通医药卫生综合指数收益率(经汇率调整),930965.CSI
159701.SZ,物联网ETF招商,中证物联网主题指数收益率,
501219.SH,智胜先锋LOF,中证500指数收益率*95%+银行活期存款利率(税后)*5%,
159608.SZ,稀有金属ETF广发,中证稀有金属主题指数收益率,
516350.SH,芯片ETF易方达,中证芯片产业指数收益率,931729HKD00.CSI
159730.SZ,家电ETF博时,国证龙头家电指数收益率,
159610.SZ,中证500增强ETF景顺,中证500指数收益率,
517390.SH,云计算ETF天弘,中证沪港深云计算产业指数收益率,
159751.SZ,港股通科技ETF鹏华,中证港股通科技指数收益率,931573.CSI
588150.SH,科创50ETF南方,上证科创板50成份指数收益率,
159706.SZ,深证100ETF华安,深证100指数收益率,399329.SZ
501211.SH,民生加银优享FOF,中债综合指数收益率*65%+沪深300指数收益率*25%+恒生综合指数收益率(经汇率估值调整)*5%+1年期定期存款收益率(税后)*5%,
159760.SZ,医疗健康ETF泰康,国证公共卫生与医疗健康指数收益率,921513.CSI
562900.SH,农业ETF易方达,中证现代农业主题指数收益率,
561550.SH,中证500增强ETF华泰柏瑞,中证500指数收益率,
159731.SZ,石化ETF华夏,中证石化产业指数收益率,h01057.CSI
561990.SH,沪深300增强ETF招商,沪深300指数收益率,000300.SH
561300.SH,沪深300增强ETF国泰,沪深300指数收益率,000300.SH
517330.SH,长江保护ETF易方达,中证长江保护主题指数收益率,931554.CSI
517160.SH,长江保护ETF南方,中证长江保护主题指数收益率,931554.CSI
517770.SH,游戏传媒ETF浦银,中证沪港深游戏及文化传媒指数收益率,
159605.SZ,中概互联ETF广发,人民币计价的中证海外中国互联网30指数收益率,
159761.SZ,新材料ETF国泰,中证新材料主题指数收益率,
159748.SZ,创新药ETF富国,中证沪港深创新药产业指数收益率,
501218.SH,工银睿智进取FOF,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,
159607.SZ,中概互联网ETF嘉实,中证海外中国互联网30指数收益率(经估值汇率调整),930735.CSI
588310.SH,科创创业ETF方正富邦,中证科创创业50指数收益率,931643.CSI
159779.SZ,消费电子ETF招商,中证消费电子主题指数收益率,801085.SI
517880.SH,品牌消费ETF华泰柏瑞,中证沪港深品牌消费50指数收益率,
159896.SZ,物联网ETF南方,中证物联网主题指数收益率,
501215.SH,积极配置FOF,中证偏股型基金指数收益率*70%+MSCI世界指数(MSCI World Index)收益率(使用估值汇率折算)*15%+中债综合(全价)指数收益率*10%+上海黄金交易所Au99.99现货实盘合约收盘价收益率*5%,
159726.SZ,港股通高股息ETF华夏,经估值汇率调整后的恒生港股通中国内地企业高股息率指数收益率,
561310.SH,消电ETF国泰,中证消费电子主题指数收益率,801085.SI
501210.SH,交银智选星光FOF,中证偏股型基金指数收益率*90%+中债综合全价指数收益率*10%,
501213.SH,中欧汇选FOF,中证偏股型基金指数收益率*80%+银行活期存款利率(税后)*20%,
159793.SZ,线上消费ETF平安,中证沪港深线上消费主题指数收益率,
159707.SZ,地产ETF华宝,中证800地产指数收益率,399965.SZ
516730.SH,证券ETF浦银,中证证券公司30指数收益率,921412.CSI
159739.SZ,云计算ETF鹏华,中证云计算与大数据主题指数收益率,
501212.SH,广发优选配置FOF,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,
159601.SZ,A50ETF华夏,MSCI中国A50互联互通人民币指数收益率,133333.CSI
159602.SZ,中国A50ETF南方,MSCI中国A50互联互通指数(人民币)收益率,133333.CSI
560050.SH,中国A50ETF汇添富,MSCI中国A50互联互通人民币指数收益率,133333.CSI
563000.SH,中国A50ETF易方达,MSCI中国A50互联互通人民币指数收益率,133333.CSI
516750.SH,建材ETF富国,中证全指建筑材料指数收益率,h21009.CSI
159712.SZ,港股通50ETF国泰,中证港股通50指数收益率,930931.CSI
159862.SZ,食品饮料ETF银华,中证细分食品饮料产业主题指数收益率,000815.SH
159770.SZ,机器人ETF天弘,中证机器人指数收益率,
159877.SZ,医疗ETF南方,中证全指医疗保健设备与服务指数收益率,h20178.CSI
516620.SH,影视ETF国泰,中证影视主题指数收益率,
159895.SZ,物联网ETF易方达,中证物联网主题指数收益率,
517660.SH,物联网ETF天弘,中证沪港深物联网主题指数收益率,
